ResearcherName,FieldOfResearch,TopicName,Percentage
Andhika Estiyono,Engineering,Electric Car,100.0
Andhika Estiyono,Engineering,Engineering,50.0
Andhika Estiyono,Engineering,Ergonomics,50.0
Andhika Estiyono,Engineering,Internal Combustion Engine,50.0
Andhika Estiyono,Engineering,Lithium Ion Battery,25.0
Andhika Estiyono,Engineering,Front Wheel,25.0
Andhika Estiyono,Engineering,Passenger Cars,25.0
Andhika Estiyono,Engineering,Design Result,25.0
Andhika Estiyono,Engineering,Wheelbase,25.0
Andhika Estiyono,Engineering,Headlamp,25.0
Andhika Estiyono,Engineering,Part Design,25.0
Andhika Estiyono,Engineering,Energy Crisis,25.0
Andhika Estiyono,Engineering,Electrical Technology,25.0
Andhika Estiyono,Engineering,Fuel Energy,25.0
Andhika Estiyono,Engineering,Body Part,25.0
Andhika Estiyono,Engineering,Electric Motor,25.0
Andhika Estiyono,Engineering,Scale Model,25.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Pollution,100.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Conditioning,91.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Filter,91.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Conditioning System,91.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Frame,60.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Energy Engineering,55.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Ergonomics,50.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Apartment Building,44.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Coefficient of Performance,43.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Airflow Pattern,41.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Road,40.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Building Unit,37.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Prototype,35.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Static Loading,34.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Bicycle Frame,34.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Simulation,34.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Thermal Comfort,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Alternative,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Thermal Simulation,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Operational Cost,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Method,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Pressure Drop,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Building Construction,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Drive System,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Cooling Load,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computational Fluid Dynamics,24.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Engineering,20.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Finite Element Simulation,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Velocity,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Effective Solution,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Minimum Standard,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Process,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Technological Development,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Exhaust Gas,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Pipe Diameter,11.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Input Value,11.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Measurement,11.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Product Design,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Engineering Analysis,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Aided Engineering,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Patent Right,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Problem Statement,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Aided Manufacturing,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Finite Element Analysis,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Construction Engineering,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Aided Design,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Building Industry,9.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Energy Conservation,9.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Flow Pattern,9.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Flow,
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,dataFT KBD.xlsx,
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Product design techniques,
Ari Dwi Krisbianto, S.T., M.Ds.,Engineering,Frame,100.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Aluminum allies,21.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Phase composition,21.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,cromium,16.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Carbide,16.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,X-ray diffraction,14.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Alloy,12.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Thermal Analysis,10.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Metallograph,10.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Nucleation,9.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Magnesium alloy,9.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Corrosion resistant,8.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Scanning electron microscope,8.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Casting process simulation,8.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Austenite,8.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Stainless steel,8.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Duplex stainless steel,8.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Multifase flow,8.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Electrical components,8.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Metallurgical processes,8.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Gas emissions,8.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Water vapor,8.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Carbon monoxide,8.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Deduction agent,8.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Activation energy,8.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Welding,8.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Grain limit,8.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Greenhouse gas,8.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,The measure of the details,6.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Microcranean,6.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,The highest tensile strength,6.0
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Density,
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,dataFT IRS.xlsx,
"Dian Mughni Fellicia, S.T., M.Sc.",Ilmu Material,Material and Metallurgical Engineering,
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Spline line,100.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Computer simulation,47.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Heat conduction problems,45.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Element analysis up to,44.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Basic Function of Spline,41.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Difference method up to,38.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Attraction,29.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Simulation results,26.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Simulation of elements up to,25.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Porosity,22.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Two dimensions,22.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Basic Radial Function,20.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Node,19.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Network model,19.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Life fatigue,19.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Domain decomposition,18.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Blast furnace,18.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Peridinamika,18.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Diffusion problem,18.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Steam injection,18.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Functional material,18.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Heating micro waves,18.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Temperature distribution,18.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Fluid-structure interaction,18.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Speed ​​field,18.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Hot source,18.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Numerical Solution,18.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Boundary conditions,17.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Three -dimensional printing,16.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Duplex stainless steel,16.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Temporary,16.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Stress ratio,15.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Heavy function,15.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Fast prototype,15.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Austenite,15.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Bending power,15.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,A function of shape,14.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Delta kroncker,14.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Material load,14.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Hot generation,13.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Fusion deposition modeling,13.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Simulation method,13.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Heat treatment,13.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,The highest tensile strength,12.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Test results,12.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Thermal environment,12.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Material distribution,11.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Drilling operation,11.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Prediction of life fatigue,11.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Prediction network,11.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,dataFT IRS.xlsx,
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Rekayasa,Material and Metallurgical Engineering,
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Material fatigue,59.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Element method up to,46.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Composite material,32.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Density,31.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Aluminium,23.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,The highest tensile strength,19.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,In polylighter,18.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Functional material,18.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Carbon fiber,18.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Flexible power,16.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Material property,15.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Heavy function,15.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Austenite,15.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Beehive structure,13.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Duplex stainless steel,13.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Surface (Surface Science),12.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Loading spectrum,11.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Heat treatment,11.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Thermal Analysis,11.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Sea water,11.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Electronic circuit,11.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Phase composition,10.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Corrosion,10.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Fast prototype,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Solar cells,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Compaction,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Transparent conductor oxide,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Stress analysis,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Remaining stress,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Multi -actual fatigue,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Hydrodynamics,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Growth of cracks,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Continuum mechanics,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Fluid-structure interaction,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Cohesive zone model,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Solid interface,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Double layer,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Discrete method,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Implant material,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Compression strength,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Wolf,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Gas Inert,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Titanium dioxide,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Copper alloy,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Zinc alloy,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Filler metal,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Delaying,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Sand casting,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Electrical conductivity,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Magnesium,9.0
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,dataFT IRS.xlsx,
"Mas Irfan Purbawanto Hidayat, S.T., M.Sc., Ph.D.",Ilmu Material,Material and Metallurgical Engineering,
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Sytering process,100.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Surface coating,66.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Useless,50.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Arc spray,50.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Factory layout,50.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Welding of gas metal arc,50.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Powder metallurgical method,50.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,The power of obstacles,50.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Dip coating,50.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Gas pressure,50.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Heat treatment after welding,50.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Stainless steel,50.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Travel speed,50.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Cooling rate,50.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Light steel,50.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Current speed,50.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Quality control,50.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Temperature distribution,50.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Welding of tungsten gas arc,50.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Mass production,50.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Bainit,41.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Turbin Blade,33.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Solid solution,33.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Polyurethane,25.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Value of violence,25.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Process factory,25.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Process planning,25.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Heating system,25.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Technology application,25.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Process simulation,25.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Handling material,25.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Isolation system,25.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Design specifications,25.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Production stage,25.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Mixing machine (machine),25.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Simulation process,25.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Making process,25.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Composite material,25.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Martensit Lath,25.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Production path,25.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Away acicular,25.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Surface coating,16.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Thermal cycle,16.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Bond strength,16.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Diffraction of light,16.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Delaying,16.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Optical microscope,16.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Low temperature,16.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Alloy element,16.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Crack propagation,16.0
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,dataFT IRS.xlsx,
"Wikan Jatimurti, S.T., M.Sc.",Rekayasa,Material and Metallurgical Engineering,
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Gas Inert,100.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,The highest tensile strength,62.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Surface coating,50.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Sand casting,50.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Wolf,50.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Aluminium,50.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Hexafers,50.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Stainless steel,50.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Welding of gas metal arc,50.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Heat treatment,50.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Carbon steel,50.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Nanoselulosa,50.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,silicone,50.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Barium,50.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Welding connection,50.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Bainit,50.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,The measure of the details,50.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Polyurethane,50.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Sytering process,50.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Solid solution,50.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,X-ray diffraction,37.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Phase composition,37.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Composite material,25.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Density,25.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Metal welding,25.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Martensite,25.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Scanning electron microscope,25.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Emission spectroscopy,25.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Alloy,25.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,X-ray spectroscopy of energy dispersion,25.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Aluminum allies,25.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Morphology,12.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Iron cor,12.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Corrosion resistant,12.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Powder metallurgy,12.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Austenite,12.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Ceramic fiber,12.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Curve of curve testing,12.0
"Wikan Jatimurti, S.T., M.Sc.",Ilmu Material,Carbide,12.0
